Name,Symbol,Mint Address,CoinGecko ID,Current Price (USD),Market Cap (USD),Total Volume (USD),Price Change 24h (%),Launch Date,Categories,DEX Volume (USD),DEX Liquidity (USD)
Dox Squad,DOX,8wa9yRNKp57Fy4RViUgBV21oR7SsgmrAkN576ThJzY2F,dox-squad,4.01e-06,3582.89,2.39,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '34.7388292462'}",
Gegagedigedagedago,NUGGET,NUGuzrXB5JwxBAhTP8QHa8aiNBN8suoWiN7wiRppRty,gegagedigedagedago,7.67e-05,76700.0,28.78,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '1.5392213187'}",
WIMPO,WIMPO,44vUT784AtRVzS7Yxp8en5LuHa1HibECKpTkrRespump,wimpo,7.16e-06,7156.48,1.65,,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
One Play,OP,HkzxcLMCFFCvsA1zfzfTWgpsCGAJW2n7eu6EVwPspump,one-play,8.15e-06,8165.91,254.66,0.36672,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem",,
Smoking Giraffe ,GRAF,9EL3CHVQS3nwUFhyVT7AGbttRsbJ5UE8Qjnw5ZAtkUhr,smoking-giraffe,0.0002016,95071.0,327.07,-1.88598,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '208.7097041504', 'h24': '717.6087600354'}",
Pip,PIP,EEfuxw7vmtoqG3EWzJAo6Txb5z1ci5wvMw2wrHwdQSq1,pip-2,0.00812451,0.0,1.86,-0.13173,,Solana Ecosystem,"{'m5': '1692.1558778336', 'm15': '5850.0708915968', 'm30': '22254.8489352823', 'h1': '33428.5318562359', 'h6': '84501.3721686756', 'h24': '676817.356004072'}",
Blackcroc,blackcroc,Be6a7UZT4k6yUgQibJczPat8C2qGujEAoje7wY7Pgegr,blackcroc,2.099e-05,0.0,2126.12,-2.47913,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
AISCII,AISCII,B37KG7jHv1TkhJwe9xTuLuQyzTXvgQjAmBaxLeCrpump,aiscii,2.584e-05,25843.0,137.54,-2.98531,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '5.1213420603'}",
pingu,PINGU,2idBzH45gfXFEhivcQVTXVgQGUDhX8scXoZwAiTQUT6L,pingu-land,0.00030125,299555.0,18.14,0.10325,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '8.9478322245', 'h24': '2479.0090589403'}",
Lawn Rar,LAWN,F15Vp1vqJdQ58Usk4T4GDcL7YGegcp1pznHrpt9opump,lawn,8.2e-06,8201.52,4.39,-1.7402,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '1.0796633917'}",
GLooM,GLooM,Dx7MFxtRKGcVmLCT2ZVTKeCj9UcwyurSnhWH1B85moKK,gloom-2,8.97e-06,6424.0,44.93,0.57837,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '44.5586774342'}",
Zenrock BTC,zenBTC,9hX59xHHnaZXLU6quvm5uGY2iDiT3jczaReHy6A6TYKw,wrapped-zenbtc,,,,,,"Wrapped-Tokens, Solana Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
HOPECOIN,HOPE,FhEMPJoeRvBN5j8M5BxWYNLJ3XtEmL1AS5oiUHefpump,hopecoin,9.16e-06,9163.73,2.96,-1.22328,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '2670.8231793837'}",
DOJO,DOJO,4px8A4VFpxWWFoduF37LKw9cAdMXxjbRBCgSJHQLEH5g,dojo-2,7.34e-06,0.0,5.75,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '180.4862622366', 'h1': '180.4862622366', 'h6': '1031.2454928756', 'h24': '3267.0564871111'}",
SheeshSPL,SHEESH,ShEEsukacNfbBpULD1xtCZKjeMMzvc78xufMDuE3jvB,sheeshin-on-solana,0.01353659,0.0,138.93,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '13.3699076843'}",
MONKE,MONKE,BPwExs1wCtivjx8Sh8nDYoemxgXu1zVWxFxvVWqpump,monke-4,3.94e-06,3920.16,4.34,-0.31368,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '2986.9778364603', 'h24': '19651.1307720419'}",
MOON,Moon,72pzypYmWeAbDXvmep8tBVeXpvcbrcvv6QKtS4T1btkF,moonscape-2,3.521e-05,34996.0,39.53,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '518.5704410335', 'h24': '56278.8984363179'}",
GIGABRAIN,GIGA🧠,GHpAbHZ8MCAXWLdKzxM1ZGhP2U4u1ni5vUcoRSghpump,gigabrain,3.433e-05,19221.92,20.61,2.29357,,"Artificial Intelligence (AI), Solana Ecosystem, AI Agents, Pump.fun Ecosystem, AI Agent Launchpad","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '17.3954995522'}",
Sucky Panther,SuckyP,EA6zg6e9RcqWDgUpkhRu2YZn7LamGTNntivL7h5qpump,suckypanther,3.515e-05,33370.0,5.53,-0.68734,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.402698376', 'h1': '0.402698376', 'h6': '0.7929001236', 'h24': '3.1524710409'}",
yap,yap,3gcdoCBQMKAFVopsQ377X7JhkcNPg9fwPY4eW46Apump,yap,0.00015111,151107.0,40.83,0.96717,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '248.9426142182', 'h6': '5645.856947784', 'h24': '118041.086628985'}",
Typen,typen,G3RdswoDRpEbWFCm2GYGQz42gnFWFF1jW6q5aKXzpump,typen,8.16e-06,7910.05,1.014,-0.81812,,"Solana Ecosystem, Meme, AI Agents, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Crow Computer,CROW,FWMad1gzugDrifDTxUYFxkAH8SWWSoDT2BfZP8Pnpump,crow-computer,1.204e-05,11785.08,1.94,-1.13742,,"Solana Ecosystem, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '226.4513537653', 'h1': '641.1847866659', 'h6': '4446.4035758892', 'h24': '24939.7906769584'}",
GH0ST,GH0ST,HbxiDXQxBKMNJqDsTavQE7LVwrTR36wjV2EaYEqUw6qH,gh0stc0in,0.01004418,0.0,53.56,,,"Solana Ecosystem, SPL22, Hybrid Token Standards","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Rezendeevil Token,RZNDE,RZ2UMfroCiqM5rctfUVsjd9Bk7wZ6mnzaPtGSLg951T,rezendeevil,3.167e-05,31758.0,1391.41,-7.13726,,"Solana Ecosystem, Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '328.9582577161'}",
Shredn Dog,SHREDN,7YFs3oLBEqJffu5VjByokYUTJYRdFrpEFtRngji4LyxS,shredn-dog,2.064e-05,0.0,5.07,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Reserve Currency Dogs,RCD,9dNqetYhHbXmgB9vsASSHEB7sxLSFZPw8hF86E1Epump,reserve-currency-dogs,5.9e-06,0.0,54.8,,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
TUNP$,TUNP,7QF4XJzSJkVK989bJsLkkuqQp3J2deZtAPUPzrUxFqJJ,tunp,4.44e-06,4436.35,2.25,,,"Solana Ecosystem, Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
BOPPY,BOPPY,2kATD4v94ahnHyB8rHywAdLUwWAWAiDq9heMqmVEpump,boppy,1.572e-05,15656.52,115.85,,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1639.0088412221', 'h24': '6340.5183624654'}",
Twinny,Twinny,8wJZpmvohx4K9pXcDc2Rz1BobS5isaVXvA9XkMHnpump,twinny,5.84e-06,5837.41,4.78,,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Shitcoin,SHIT,wzpeUomX2VNiswbyYMLqYsdN4nNFZSobNs5xuR7shit,shitcoin-2,0.00010104,0.0,129.1,0.58539,,"Solana Ecosystem, Meme, AI Meme","{'m5': '6201.8702167883', 'm15': '28943.7940225234', 'm30': '38610.4188677123', 'h1': '39211.1779361004', 'h6': '99748.7012177745', 'h24': '853228.679707249'}",
SolHive,HIVE,3fcZGkXf7xK4pBAxiyK13DXTC9x3cPxHE998YUbGuS85,solhive,0.00012834,0.0,125.27,3.21963,,Solana Ecosystem,"{'m5': '7849.668440342', 'm15': '17807.233527453', 'm30': '41920.4625099637', 'h1': '230081.018958152', 'h6': '372420.149985514', 'h24': '873604.593358898'}",
Cute Cthulhu,CTHULHU,DnFxs7eCaJBXwMqZD8iZLeiM11cTdvfFp7Qit9usWqY8,cute-cthulhu,4.18e-06,0.0,7.01,-0.57887,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.08340141384'}",
Principals Network,PNET,GaZ6En5JWWR7u7dqnpvRr5tk56XRV3KRtZwdeuR3pump,principals-network,2.644e-05,26523.0,8.85,0.33828,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '487.5333161733'}",
THE 1,THE1,BhmEQeiFd8Cu5fB6nmxm9rUsQj9Pu35X96RKv6GKtRJU,the1,0.00012752,128264.0,186.98,-0.77875,,"Solana Ecosystem, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '2.8659906791', 'h24': '189.083454225'}",
THE MEME GAME,MEMEGAME,BfZm2yBtQFYnV7fLFboEJZbVDGcp29n685qVmgf5pump,the-meme-game,1.141e-05,9724.23,142.62,-1.39421,,"Solana Ecosystem, Meme, Pump.fun Ecosystem",,
GrowSol,$GRW,FPymkKgpg1sLFbVao4JMk4ip8xb8C8uKqfMdARMobHaw,growsol,5.90046e-07,0.0,1.14,,,Solana Ecosystem,,
GRIMREAPER,GRIM,5yfDdiW65gVXzrwt88AiWfXuVnCk3PPmzG7SXLDhs6pS,grimreaper,1.242e-05,0.0,2.66,-2.87892,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '54.063061295', 'h1': '54.063061295', 'h6': '54.063061295', 'h24': '789.4888890082'}",
catwifmelon,MELON,921a1GKnx3B4jSEc8M9dzT9j7oQAuioF8ejKQBGNzFQ4,catwifmelon,7.23e-06,0.0,73.21,0.32281,,"Solana Ecosystem, Meme, Elon Musk-Inspired","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '111.4870773931', 'h6': '810.7585703678', 'h24': '4357.7249006576'}",
ROCK,ROCK,rockaPXZqTqtt9LvznNopikNQn3YSTMwTC4swr7HAiy,it-s-just-a-rock,1.9102e-11,0.0,97.63,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.7466229875', 'h24': '1309171.42073345'}",
smorf,smorf,4cLX1cHWEEGr9iUg7gkNcheHuoAZfW1n6QkPnJNb6XTt,smorf,1.25e-06,0.0,26.76,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Pepez,PEPEZ,HgackCATyfKcosD652W3y42p5smLrydGMjGF2wSJLkDe,pepe-undead,1.052e-05,6196.48,2.26,1.57194,,"Solana Ecosystem, Meme, Solana Meme, The Boy’s Club","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.02703732737', 'h6': '0.2835864886', 'h24': '2.7881600727'}",
KHADIJA,KHA,eSKEaSVP4fZRSbsZD4yVoRKbSWaTbmpMDq2dUQ9pump,khadija,1.328e-05,13271.94,6.53,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '9.7060247041', 'h1': '24.5611531335', 'h6': '154.9551476352', 'h24': '9827.5985021368'}",
MUMMAT,MUMMAT,6gvWSka7SnJDn4mqV7Ydn4q7AyVNSo2aX4TNGjBg7Cct,mummat,3.312e-05,0.0,2.19,-3.71135,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Baby Peanut,BABYP,2NdVT9iYQQfGE5vjNkCDTFiWijDwxqHAx4A9PeP7pump,baby-peanut,6.14e-06,6138.71,3.07,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '2217.9168715852', 'h24': '5226.5728279706'}",
Wiz,Wiz,2TobzM4NNpEvyVAEpFC8AkxJGBHz8fFgMksK1gBy5dub,wiz,1.086e-05,10859.68,1.88,-2.77761,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '52.2306467607', 'h1': '507.6800618137', 'h6': '7494.0022582845', 'h24': '76001.5757844584'}",
LUMI,LUMI,ApYQgaJeDEStBoowPa1MVvZfmrM1RwZHF2PYU8bipump,lumi-2,9.05e-06,9047.45,7.45,,,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '6.2608639026', 'm30': '6.2608639026', 'h1': '16.3737971376', 'h6': '1920.458895582', 'h24': '9944.6462709345'}",
Republic Credits,RPC,EAefyXw6E8sny1cX3LTH6RSvtzH6E5EFy1XsE2AiH1f3,republic-credits,7.31e-06,0.0,50.24,,,Solana Ecosystem,"{'m5': '16.317915137', 'm15': '239.7520547336', 'm30': '978.4953635756', 'h1': '3523.9189324615', 'h6': '10853.6498220747', 'h24': '76827.8968193199'}",
Plutonian DAO,PLD,2cJgFtnqjaoiu9fKVX3fny4Z4pRzuaqfJ3PBTMk2D9ur,plutonian-dao,0.00165095,0.0,2.33,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.2252656939'}",
Ghislaine Network,GHSI,DXQwx4gwfMa2qTpeatyxve4WrxAVhHbSWLoFi7HQymsA,ghislaine-network,0.00015536,155357.0,12.95,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
keep whining,WHINE,ATeTQcUkWGs7AZ15mCiFUWCW9EUL7KpDZEHCN1Y8pump,whine-coin,1.684e-05,1515925.0,2249.7,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '655.7915928914'}",
Kini Coin,Kini,GV4pBbdAp1Apvf6PPFR4VvL6BtNg4E7VY91GmkHqpump,kini,6.29e-06,5977.72,3.48,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1386.6148133551', 'h24': '4784.0081696436'}",
GOOFY,GOOFY,4GniFbshqU6VtWCLJnKadswa8QCk2cFg8cgBZrhe9dam,goofy,1.236e-05,12363.78,6.67,,,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '26.1466567961'}",
illusion,illusion,5gdyZKYfAFNsJSR246Y6Kv6L6Jwu8S5Q6JHvRU3tpump,illusion,8.07e-06,0.0,50.59,,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '2687.3698603658'}",
Drago,DRAGO,5D9LBmEeWjKXZs8JRaP8YdBDdkdQPwu9mATXTcMUq7YU,drago,0.00267378,0.0,3.93,-1.68918,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '1238.9643026151', 'h1': '1238.9643026151', 'h6': '5249.2303266511', 'h24': '19217.542782465'}",
AiPTP,ATMT,6tCvMBJiGSsDQghZ54HqaizvydBH6vaugxuxTE7wKUG8,aiptp,0.00066926,0.0,11.2,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
CERBEROGE,CERBER,CERBERR9kg7MQqL6kXJPhNRqD1VwunTau1DDvjSZ14HD,cerberoge,5.6496e-11,7061.07,3.07,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '1.9890141701'}",
Monet,MONET,EBhJLsei9nyUkGkMaxQ6C37fr1L32xMT5ZDGhFahEeiE,monet-2,6.33e-06,6325.18,4.0,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '15.0300512144', 'h24': '259.388250287'}",
pew pew,pewpew,4YxQn34RDK8aDddp7YQMagT1NnBEUva6nZRAHapPpump,pewpew,4.87e-06,4865.58,41.6,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '8.3474531692', 'h24': '154.1934342336'}",
LILLO,LILLO,5UNr4EKg7rBwjKK9xBGxGVwHuYWXFWu8VkewKquTpump,lillo-ai,4.945e-05,49449.0,14.38,,,"Artificial Intelligence (AI), Solana Ecosystem, Meme, Telegram Apps, AI Meme, AI Agents, Pump.fun Ecosystem, AI Applications, AI Framework","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Intern,INTERN,FPKcUb2ujG5n3Dmy6HZ1ZJSvNszvmeL243655pqfomo,intern,7.536e-05,75920.0,11.97,0.72042,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '124732.571317275'}",
Welsh Corgi,$CORGI,GDisrnbVWjKJuAVqeWfYd9zMyV9gP7gXb3FQfd8xbKuM,welsh-corgi,0.00518484,0.0,1.61,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '6.497'}",
Besa Gaming,BESA,FQMoiNiQGLngizBVdhxqD1o2k6rvcX9ComxjKucgBByH,besa-gaming-company,5.46e-06,0.0,218.04,-1.15934,,"BNB Chain Ecosystem, Solana Ecosystem, Base Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '695.1130078959', 'h24': '695.1130078959'}",
First Convicted Raccoon,FRED,APMrwq6jxn3yvHJ7BWsitpMjZV14MCzgno8pEHzgpump,first-convicted-raccoon,3.342e-05,23277.0,22.57,-0.40448,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Memorial Themed","{'m5': '1682.34221618', 'm15': '1682.3423292321', 'm30': '2131.6367335623', 'h1': '2175.7609156285', 'h6': '33792.6303607757', 'h24': '136255.23553302'}",
Chartreux Cat,chart,GogCgg43KRSKj3f2G68Vjy3nLb7SBfv7qPco7yzopump,chartreux-cat,7.37e-06,7368.02,5.92,,,"Solana Ecosystem, Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '36.7747826297'}",
Surfing Coco,COCO,Cocouo2otHPBSov5KCjqGmqQC4MvxY7iZ9qWnu23y88o,surfing-coco,8.27e-06,6545.9,1.32,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '914.9295635176', 'm15': '2243.5485544817', 'm30': '4826.9359937485', 'h1': '8510.7126921781', 'h6': '403662.65418051', 'h24': '788581.69561994'}",
Team Canguro,Canguro,5JRUKJ6bAHdg5odN3q6P2gGZGpor1cHV3mSM7KQpump,team-canguro,8.97e-06,8963.01,209.3,-6.84792,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '268.8446392879'}",
URMOM,URMOM,GACxkcy9WDWHhB15oKLHp3PPzQV4zLt2m7dcGPoZLkZY,urmom,3.83801e-07,6908.41,2.43,,,"Solana Ecosystem, Meme, Solana Meme",,
BrokenMcDonaldsIceCreamMachine,McBROKEN,8R47CZYmHbwXMnsVLXzTCnyLyR8iofkN5WxFgmnE3NHT,mcbroken,8.67e-06,8579.37,1.08,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.3471831638'}",
Chad Scanner,CHAD,EeVNHYW1JbevmjhQQnNmoakfzmjDNKZEUatCpehgVxBU,chad-scanner,0.00227947,0.0,2.28,,,"Solana Ecosystem, Meme","{'m5': '9.1376139334', 'm15': '59.3236066542', 'm30': '182.9328655518', 'h1': '313.8698852968', 'h6': '6362.3670473722', 'h24': '47078.2340500628'}",
Lyra,LYRA,D6NDaFajzv9c7qijLn3FVDr5SqQnYH5HM1XW6FbzsZuQ,lyra-2,9.36e-06,0.0,1.74,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '305.7784810867'}",
Locust Pocus,CICADA,HdnUzyXVD64afcdti3asmtWnsSP9TDrRs16UAqoJp9xS,locust-pocus,1.393e-05,12321.14,125.76,,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '1.9616833276'}",
SLUMBO,SLUMBO,wxXDvBEFz6r4fXHUjoQB198tM5tA2Te7hH3LS2cxe3r,slumbo,1.96e-06,0.0,15.9,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Catsaidmeow,MEOW,DPc5aw1FEg71LuKU52RFehWmj38xFCNJ1VkJejbcqD8T,catsaidmeow,4.19e-06,0.0,13.4,,,"Solana Ecosystem, Meme","{'m5': '0.0', 'm15': '1321.8507341008', 'm30': '1341.342721923', 'h1': '1366.530721923', 'h6': '2767.1259530791', 'h24': '292621.99302748'}",
EAGLE OF TRUTH,EGL,DCCA1ivqRYFqwSQTz3ArKfKpD6uXv6an8jDW5s3EvkQZ,eagle-of-truth,1.192e-05,10644.15,2.26,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '3.359721747', 'h6': '85.0140902562', 'h24': '928.383846695'}",
Beep,BEEP,B7beofzmsqpnwjNcpx2KSxwkmpqfE7RMZoE7wgqGfCYh,beep-2,1.424e-05,14237.34,64.67,,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '22.0505825005', 'm15': '56.0092476122', 'm30': '194.9838627351', 'h1': '405.3706813112', 'h6': '1629.6388687607', 'h24': '7119.5108084025'}",
TMPL,TMPL,2Upvxdxu6gLELdjg1asMRgpDt322y2wcXNxnvVWoFHSa,tmpl,1.56e-06,0.0,13.64,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
MatrixETF DAO Finance,MDF,ALQ9KMWjFmxVbew3vMkJj3ypbAKuorSgGst6svCHEe2z,matrixetf,0.00042036,17447.78,33115.0,-0.70388,,"Decentralized Finance (DeFi), ETF, Solana Ecosystem, Ethereum Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Shiro the Frog Dog,FROGDOG,5Xf2LX3aVf1EAwZzEp848qox1PRpjALpYuVNar4KK3zG,shiro-the-frogdog,1.207e-05,0.0,4.08,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
VolumeX,VOLX,9HGjB1sTXbG3uDtSLXyN4QpvaJApRy73gDBfk1gNLcp9,volumex,0.00100026,0.0,2.36,,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
mr west,ye,J7R19whpey6T85QervChYzhGwLsBKM9RdMDHfMZHs3qS,mr-west,1.159e-05,0.0,11.52,2.87322,,Solana Ecosystem,"{'m5': '16782.153988634', 'm15': '31548.6974638632', 'm30': '81315.7046963235', 'h1': '113933.900607188', 'h6': '537127.818097531', 'h24': '2213081.14649872'}",
CHAD,CHAD,9xwuQd1GG2sj8CwedbLHiSAV6Aja7wyiahXBMQdgpump,chad-2,8.79e-06,8423.85,120.41,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '9.1376139334', 'm15': '59.3236066542', 'm30': '182.9328655518', 'h1': '313.8698852968', 'h6': '6362.3670473722', 'h24': '47078.2340500628'}",
Hasbulla Game,HASBULL,zSyuawLybV374Fiufx4bQnLnwfFRxX2cFsQ6kwKpump,hasbulla-game,9.2e-06,0.00920196,6.94,,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '581.6943503139', 'm30': '821.1842659603', 'h1': '2287.177147693', 'h6': '32983.4853908236', 'h24': '183410.943242283'}",
